name,category,province,address,phone,website,rating,review_count,google_maps_url,type,priority
Tulip Psikologi Banyuwangi,Psikolog,Bali,Jl. Ikan Lele No.17,0800,0852-3393-9329,,,https://www.google.com/maps/place/Tulip+Psikologi+Banyuwangi/data=!4m7!3m6!1s0x2dd15bacb5cf382d:0xb88b6a9d19ecbede!8m2!3d-8.2303359!4d114.3653979!16s%2Fg%2F11h51bm3dg!19sChIJLTjPtaxb0S0R3r7sGZ1qi7g?authuser=0&hl=id&rclk=1,Psychologist,2
Griya Sehat Cempaka Karangasem,Psikolog,Bali,"HH5V+VMP, Jl. Banteng",,0895-3859-32921,,,https://www.google.com/maps/place/Griya+Sehat+Cempaka+Karangasem/data=!4m7!3m6!1s0x2dd207005f5a5c95:0x71db529ccb90edfc!8m2!3d-8.440286!4d115.5942043!16s%2Fg%2F11w1d66zzp!19sChIJlVxaXwAH0i0R_O2Qy5xS23E?authuser=0&hl=id&rclk=1,Psychologist,2
Kinasih,Psikolog Anak,Bali,Jl. Mirah Cemp. I No.10,,(0361) 422515,,,https://www.google.com/maps/place/Kinasih/data=!4m7!3m6!1s0x2dd23f2eb228b889:0x80c6840213e5f2c4!8m2!3d-8.6163094!4d115.1957446!16s%2Fg%2F11fylkbhq9!19sChIJibgosi4_0i0RxPLlEwKExoA?authuser=0&hl=id&rclk=1,Psychologist,2
Psikologi Banyuwangi An Moerty,Psikolog,Bali,Jl. Progo No.50,,0822-3339-2179,,,https://www.google.com/maps/place/Psikologi+Banyuwangi+An+Moerty/data=!4m7!3m6!1s0x2dd1450011c5799d:0xf39dd47429df5a03!8m2!3d-8.2074744!4d114.3703249!16s%2Fg%2F11vzy1dyk6!19sChIJnXnFEQBF0S0RA1rfKXTUnfM?authuser=0&hl=id&rclk=1,Psychologist,2
"Psikolog Putu Widiastiti, S.Psi, M.Psi. Psikologi",Psikolog,Bali,Jl. Pulau Riau No.24,,,,,"https://www.google.com/maps/place/Psikolog+Putu+Widiastiti,+S.Psi,+M.Psi.+Psikologi/data=!4m7!3m6!1s0x2dd19183eb70d507:0x3695f17358e2e92d!8m2!3d-8.1031439!4d115.0951977!16s%2Fg%2F11rgrrg9_s!19sChIJB9Vw64OR0S0RLeniWHPxlTY?authuser=0&hl=id&rclk=1",Psychologist,2
Tes psilologi SIM,Psikolog,Bali,V3WW+Q56,,,,,https://www.google.com/maps/place/Tes+psilologi+SIM/data=!4m7!3m6!1s0x2dd1914b330a0e85:0xb60442a0ca24b3f5!8m2!3d-8.1030869!4d115.0953809!16s%2Fg%2F11hdjc01c1!19sChIJhQ4KM0uR0S0R9bMkyqBCBLY?authuser=0&hl=id&rclk=1,Psychologist,2
Klinik Psikologi Titut Esti Koeswardani | Bali Empower,Psikolog,Bali,"Apotik INDOBAT, Jl. Tukad Yeh Aya No.100",2200,0877-7743-0348,,,https://www.google.com/maps/place/Klinik+Psikologi+Titut+Esti+Koeswardani+%7C+Bali+Empower/data=!4m7!3m6!1s0x2dd2416f9285cd03:0xcbd637ff088e6da9!8m2!3d-8.6772029!4d115.2360252!16s%2Fg%2F11ltswqhx8!19sChIJA82Fkm9B0i0RqW2OCP831ss?authuser=0&hl=id&rclk=1,Psychology Clinic,3
Griya Tarot Psikologi Dan Hypnomotivasi,Rumah Sakit Jiwa,Bali,"95WW+X5Q, Gg. Batur Sari",,0822-4704-8844,,,https://www.google.com/maps/place/Griya+Tarot+Psikologi+Dan+Hypnomotivasi/data=!4m7!3m6!1s0x2dd23ed18e6aa88b:0x2d5b54891848b4f4!8m2!3d-8.6025395!4d115.1954855!16s%2Fg%2F11c4k5d7h8!19sChIJi6hqjtE-0i0R9LRIGIlUWy0?authuser=0&hl=id&rclk=1,Psychiatric Hospital,4
Bali Counseling Room,Rumah Sakit Jiwa,Bali,Jl. Kartini No.105,,0877-7456-8080,,,https://www.google.com/maps/place/Bali+Counseling+Room/data=!4m7!3m6!1s0x2dd2411ed0f5f461:0xf455a57b2b6c018a!8m2!3d-8.6508442!4d115.2131647!16s%2Fg%2F11gz9q533d!19sChIJYfT10B5B0i0RigFsK3ulVfQ?authuser=0&hl=id&rclk=1,Psychiatric Hospital,4
Pradnyagama Jimbaran,Klinik Kesehatan Mental,Bali,Jl. Garuda No.5,0900,0815-2948-8883,,,https://www.google.com/maps/place/Pradnyagama+Jimbaran/data=!4m7!3m6!1s0x2dd25b06c3ec2587:0xe2bc781207473d00!8m2!3d-8.8174889!4d115.1693977!16s%2Fg%2F11v61201gr!19sChIJhyXswwZb0i0RAD1HBxJ4vOI?authuser=0&hl=id&rclk=1,Mental Health Service,7
Bali Mental Health Clinic,Klinik Kesehatan Mental,Bali,Jl. Imam Bonjol No.125,2200,0813-7000-0305,,,https://www.google.com/maps/place/Bali+Mental+Health+Clinic/data=!4m7!3m6!1s0x2dd24118b3480d5f:0xac6bd2809fd2ff30!8m2!3d-8.667161!4d115.2064686!16s%2Fg%2F11k9h_w_bq!19sChIJXw1IsxhB0i0RMP_Sn4DSa6w?authuser=0&hl=id&rclk=1,Mental Health Service,7
Prof. Dr. L.K. Suryani,Dokter psikosomatik,Bali,Jl. Gandapura No.12,,(0361) 467553,,,https://www.google.com/maps/place/Prof.+Dr.+L.K.+Suryani/data=!4m7!3m6!1s0x2dd23f897cafb48b:0x858cd058e7854025!8m2!3d-8.6435275!4d115.2509121!16s%2Fg%2F1tf8jdm_!19sChIJi7SvfIk_0i0RJUCF51jQjIU?authuser=0&hl=id&rclk=1,Mental Health Service,7
Pradnyagama Singaraja,Klinik Kesehatan Mental,Bali,"Jl. Toya Anakan 2, Perum Graha Asri LC 8 Timur, Blok B No 15",0800,0812-3679-4283,,,https://www.google.com/maps/place/Pradnyagama+Singaraja/data=!4m7!3m6!1s0x2dd19b8c6735dfff:0x6e230582935d64a1!8m2!3d-8.123716!4d115.0767472!16s%2Fg%2F11k8jc4kq0!19sChIJ_981Z4yb0S0RoWRdk4IFI24?authuser=0&hl=id&rclk=1,Mental Health Service,7
Masih Ada Hari Esok Foundation,Klinik Kesehatan Mental,Bali,"Jl. Jatinegara Barat 1 No.133f, RT.2/RW.2",,0822-6000-1075,,,https://www.google.com/maps/place/Masih+Ada+Hari+Esok+Foundation/data=!4m7!3m6!1s0x23e21ece09d5235d:0x5353b9fb9ec352ed!8m2!3d-6.2192309!4d106.8649786!16s%2Fg%2F11rxzx4571!19sChIJXSPVCc4e4iMR7VLDnvu5U1M?authuser=0&hl=id&rclk=1,Mental Health Service,7
"Praktek dr. Feilin Tanita, Sp. KJ",Psikiater,Bangka Belitung,Jl. Tegal,,0821-7871-822,,,"https://www.google.com/maps/place/Praktek+dr.+Feilin+Tanita,+Sp.+KJ/data=!4m7!3m6!1s0x2e22c15f4789182d:0x57a424f3a71026d8!8m2!3d-2.1337226!4d106.121132!16s%2Fg%2F11jt26pw71!19sChIJLRiJR1_BIi4R2CYQp_MkpFc?authuser=0&hl=id&rclk=1",Psychiatrist,1
"dr. Zikrina Istifarani, Sp.KJ, Dokter Spesialis Kedokteran Jiwa/Psikiater",Dokter,Bangka Belitung,"komp rumah dinas RSJ, Jl. Jenderal Sudirman No.353",,0821-7777-8403,,,"https://www.google.com/maps/place/dr.+Zikrina+Istifarani,+Sp.KJ,+Dokter+Spesialis+Kedokteran+Jiwa%2FPsikiater/data=!4m7!3m6!1s0x2e22f3bd98459d0f:0xb1a2977242775a97!8m2!3d-1.9013988!4d106.1107038!16s%2Fg%2F11vhq_5hqp!19sChIJD51FmL3zIi4Rl1p3QnKXorE?authuser=0&hl=id&rclk=1",Psychiatrist,1
"Praktik Psikolog Pangkalpinang Desta Israwanda, M.Psi., Psikolog (Psikotest, Konsultasi & Psikoterapi)",Psikolog,Bangka Belitung,Jl. Kejaksaan No.53,,0856-6946-9794,,,"https://www.google.com/maps/place/Praktik+Psikolog+Pangkalpinang+Desta+Israwanda,+M.Psi.,+Psikolog+%28Psikotest,+Konsultasi+%26+Psikoterapi%29/data=!4m7!3m6!1s0x2e22c11d751f107d:0x5fc5ff700f246c78!8m2!3d-2.1259614!4d106.105827!16s%2Fg%2F11vm6f8hh6!19sChIJfRAfdR3BIi4ReGwkD3D_xV8?authuser=0&hl=id&rclk=1",Psychologist,2
Growth Psychological Center,Psikolog Anak,Bangka Belitung,Jl. Mualim Jaya No.Dalam,,0877-4922-3123,,,https://www.google.com/maps/place/Growth+Psychological+Center/data=!4m7!3m6!1s0x2e1715210b905045:0xc7332f8f93b4da12!8m2!3d-2.7130044!4d107.6631144!16s%2Fg%2F11tg497xvs!19sChIJRVCQCyEVFy4REtq0k48vM8c?authuser=0&hl=id&rclk=1,Psychologist,2
"Praktek Psikolog Anak dan Remaja Tiara Erlita M.psi., Psikolog",Psikoterapis,Bangka Belitung,"V45C+FM5, Jl. Soekarno Hatta",,0821-7737-9368,,,"https://www.google.com/maps/place/Praktek+Psikolog+Anak+dan+Remaja+Tiara+Erlita+M.psi.,+Psikolog/data=!4m7!3m6!1s0x2e22c781093fe0b3:0xe66cb419216a3e6e!8m2!3d-2.1414054!4d106.1217455!16s%2Fg%2F11kqrqs_cr!19sChIJs-A_CYHHIi4Rbj5qIRm0bOY?authuser=0&hl=id&rclk=1",Psychologist,2
Praktik Psikolog,Klinik Kesehatan,Bangka Belitung,Jl. Batin Tikal No.105,,0821-8151-1995,,,https://www.google.com/maps/place/Praktik+Psikolog/data=!4m7!3m6!1s0x2e22f37a97b91561:0xaf2c76c3fb32d94c!8m2!3d-1.8581199!4d106.1120961!16s%2Fg%2F11h4ym6rqt!19sChIJYRW5l3rzIi4RTNky-8N2LK8?authuser=0&hl=id&rclk=1,Psychologist,2
LEMBAGA PSIKOLOGI TERAPAN PERSONA Pangkalpinang Bangka,Institusi Pendidikan,Bangka Belitung,·,05,,,,https://www.google.com/maps/place/LEMBAGA+PSIKOLOGI+TERAPAN+PERSONA+Pangkalpinang+Bangka/data=!4m7!3m6!1s0x2e22c791aad97913:0x3cc43c96c0584e0a!8m2!3d-2.1550698!4d106.0900402!16s%2Fg%2F11h4ttgthz!19sChIJE3nZqpHHIi4RCk5YwJY8xDw?authuser=0&hl=id&rclk=1,Psychologist,2
Biro Psikologi Insight Belitung,Psikolog,Bangka Belitung,"7JCM+X7F, Jl. Lettu Mad Daud",,0821-7567-7718,,,https://www.google.com/maps/place/Biro+Psikologi+Insight+Belitung/data=!4m7!3m6!1s0x2e171776996360ef:0xed80a333b7be426e!8m2!3d-2.7275691!4d107.6331774!16s%2Fg%2F11fr96brz6!19sChIJ72BjmXYXFy4RbkK-tzOjgO0?authuser=0&hl=id&rclk=1,Psychologist,2
Pusat Layanan Psikologi Bcaro Care,Psikolog,Bangka Belitung,Jl. Jenderal Sudirman No.404,,,,,https://www.google.com/maps/place/Pusat+Layanan+Psikologi+Bcaro+Care/data=!4m7!3m6!1s0x2e22f389a39e0839:0xa2afd51d031de845!8m2!3d-1.8959875!4d106.111237!16s%2Fg%2F11n0kd4htx!19sChIJOQieo4nzIi4RRegdAx3Vr6I?authuser=0&hl=id&rclk=1,Psychologist,2
Biro Psikologi Qtha Bangka,Psikolog,Bangka Belitung,Jl. Stadion Dalam,,0852-6735-9177,,,https://www.google.com/maps/place/Biro+Psikologi+Qtha+Bangka/data=!4m7!3m6!1s0x2e22f338e1254399:0x528c2d934a7b5d3c!8m2!3d-2.102988!4d106.1044258!16s%2Fg%2F11m88h5vdv!19sChIJmUMl4TjzIi4RPF17SpMtjFI?authuser=0&hl=id&rclk=1,Psychologist,2
BIRO PSIKOLOGI SAYANG JIWA,Konsultan Kesehatan,Bangka Belitung,Jalan Tiram IV No.110,,0819-1023-1223,,,https://www.google.com/maps/place/BIRO+PSIKOLOGI+SAYANG+JIWA/data=!4m7!3m6!1s0x2e22c166e0d2eb87:0x941ffad23767807c!8m2!3d-2.1043551!4d106.121207!16s%2Fg%2F11k76tg6hh!19sChIJh-vS4GbBIi4RfIBnN9L6H5Q?authuser=0&hl=id&rclk=1,Psychologist,2
Praktek Psikolog Klinis,Klinik Medis,Bangka Belitung,,,,,,https://www.google.com/maps/place/Praktek+Psikolog+Klinis/data=!4m7!3m6!1s0x2e171679e28dea6d:0x409d594060aa7abb!8m2!3d-2.7276916!4d107.6332959!16s%2Fg%2F11k5t5_294!19sChIJbeqN4nkWFy4Ru3qqYEBZnUA?authuser=0&hl=id&rclk=1,Psychologist,2
Klinik Psikologi RSJ Babel,Rumah Sakit,Bangka Belitung,Jl. Jenderal Sudirman No.345,,,,,https://www.google.com/maps/place/Klinik+Psikologi+RSJ+Babel/data=!4m7!3m6!1s0x2e22f30834a4a9e5:0x849e6bf71f867dda!8m2!3d-1.8965351!4d106.1113101!16s%2Fg%2F11fmql4vhy!19sChIJ5amkNAjzIi4R2n2GH_drnoQ?authuser=0&hl=id&rclk=1,Psychiatric Hospital,4
Rumah Sakit,Rumah Sakit Jiwa,Bangka Belitung,,,(0717) 92068,,,https://www.google.com/maps/place/Rumah+Sakit/data=!4m7!3m6!1s0x2e22f262a95edfb1:0x6e94d7e3399932c6!8m2!3d-1.9005156!4d106.1108643!16s%2Fg%2F11b6j733hm!19sChIJsd9eqWLyIi4RxjKZOePXlG4?authuser=0&hl=id&rclk=1,Psychiatric Hospital,4
Rumah Sakit Muhaya,Klinik Kesehatan Mental,Bangka Belitung,·,,0811-7175-774,,,https://www.google.com/maps/place/Rumah+Sakit+Muhaya/data=!4m7!3m6!1s0x2e22c0e1f6042255:0x2241917295e0a63b!8m2!3d-2.1121503!4d106.1124421!16s%2Fg%2F11b6t1tbws!19sChIJVSIE9uHAIi4RO6bglXKRQSI?authuser=0&hl=id&rclk=1,Hospital,5
Klinik Utama Sejiwaku: Klinik Psikiater Anak dan Dewasa Jakarta Barat,Rumah Sakit,Banten,·,217,0899-7225-800,,,https://www.google.com/maps/place/Klinik+Utama+Sejiwaku:+Klinik+Psikiater+Anak+dan+Dewasa+Jakarta+Barat/data=!4m7!3m6!1s0x2e69f7fa21dbecc7:0xda6e81b3a1215651!8m2!3d-6.1907762!4d106.7605493!16s%2Fg%2F11kbxkwp95!19sChIJx-zbIfr3aS4RUVYhobOBbto?authuser=0&hl=id&rclk=1,Psychiatrist,1
Yamet Tangerang,Psikiater anak,Banten,"ruko ayodhya square, Jl. MH. Thamrin No.20 Blk A, RT.001/RW.004",,0817-0061-150,,,https://www.google.com/maps/place/Yamet+Tangerang/data=!4m7!3m6!1s0x2e69ff7438c092b9:0xdbcc3f52326f6d7b!8m2!3d-6.1998046!4d106.629497!16s%2Fg%2F11t_gwtssx!19sChIJuZLAOHT_aS4Re21vMlI_zNs?authuser=0&hl=id&rclk=1,Psychiatrist,1
RSKJ Dharmawangsa - Konsultasi Psikolog & Psikiater Jakarta,Klinik Kesehatan Mental,Banten,·,13552,(021) 7394484,,,https://www.google.com/maps/place/RSKJ+Dharmawangsa+-+Konsultasi+Psikolog+%26+Psikiater+Jakarta/data=!4m7!3m6!1s0x2e69f176de42e84f:0x1e0b5ed407442b7e!8m2!3d-6.2551195!4d106.8026202!16s%2Fg%2F11b7wn16j9!19sChIJT-hC3nbxaS4RfitEB9ReCx4?authuser=0&hl=id&rclk=1,Psychiatrist,1
"Psikiater dr. DEQUARTA SPLINARIA UMAR, Sp.K.J.",Psikiater,Banten,"Jalan Lapangan Bola No.3 D RT/RW 006/01, RT.6/RW.1",,0812-9278-7878,,,"https://www.google.com/maps/place/Psikiater+dr.+DEQUARTA+SPLINARIA+UMAR,+Sp.K.J./data=!4m7!3m6!1s0x2e69f78606e59cd5:0xb5630b86a8f22cb8!8m2!3d-6.197637!4d106.7655491!16s%2Fg%2F11pzrgrzzb!19sChIJ1ZzlBob3aS4RuCzyqIYLY7U?authuser=0&hl=id&rclk=1",Psychiatrist,1
Spesialis Psikiater,Psikiater,Banten,"RS MMC Kav C21, Jl. H. R. Rasuna Said, RT.1/RW.5",,(021) 5203435,,,https://www.google.com/maps/place/Spesialis+Psikiater/data=!4m7!3m6!1s0x2e69f3f70185d17b:0xf6e828e37ee97a43!8m2!3d-6.219871!4d106.832439!16s%2Fg%2F1yg4dgyw4!19sChIJe9GFAffzaS4RQ3rpfuMo6PY?authuser=0&hl=id&rclk=1,Psychiatrist,1
Yayasan Praktek Psikolog Indonesia Cabang Tangsel,Psikoterapis,Banten,Jl. Utama Puri Bintaro Hijau Kel No.6 Blok C1,,(021) 27563512,,,https://www.google.com/maps/place/Yayasan+Praktek+Psikolog+Indonesia+Cabang+Tangsel/data=!4m7!3m6!1s0x2e69fb3684a4dc97:0xe7db686810dd90b7!8m2!3d-6.2552112!4d106.7084556!16s%2Fg%2F11j5ydrpcr!19sChIJl9ykhDb7aS4Rt5DdEGho2-c?authuser=0&hl=id&rclk=1,Psychologist,2
Psikolog Ririn,Psikolog,Banten,Perumahan Banten Indah Permai Blok B15/24,,0877-8235-4678,,,https://www.google.com/maps/place/Psikolog+Ririn/data=!4m7!3m6!1s0x2e41f5e74c398f9f:0x590bd2c6c9dd0f15!8m2!3d-6.0940512!4d106.1693641!16s%2Fg%2F11tsqlq_fl!19sChIJn485TOf1QS4RFQ_dycbSC1k?authuser=0&hl=id&rclk=1,Psychologist,2
LPT Solusi Banten,Psikolog,Banten,"Perum Taman Mutiara Indah Blok B6 No. 17, RT.001/RW.016",,0853-1148-7755,,,https://www.google.com/maps/place/LPT+Solusi+Banten/data=!4m7!3m6!1s0x2e41f5229e0fffc5:0x2d908c05f0c882b9!8m2!3d-6.1001043!4d106.1742371!16s%2Fg%2F11lrc6yfq3!19sChIJxf8PniL1QS4RuYLI8AWMkC0?authuser=0&hl=id&rclk=1,Psychologist,2
Yayasan Praktek Psikolog Indonesia,Psikolog,Banten,"Gedung Bintaro Bussiness Centre, Jl. RC. Veteran Raya No.1-I, RT.1/RW.3",,(021) 7362639,,,https://www.google.com/maps/place/Yayasan+Praktek+Psikolog+Indonesia/data=!4m7!3m6!1s0x2e69f04dd8717dc1:0xccc658e4b4b59bb9!8m2!3d-6.272109!4d106.764778!16s%2Fg%2F1pzr_qqc1!19sChIJwX1x2E3waS4RuZu1tORYxsw?authuser=0&hl=id&rclk=1,Psychologist,2
Nous Consulting Indonesia (Konsultan Psikologi Tangerang),Psikolog,Banten,"Metropolis Town Square Ruko GM7 No.12, Jl. Hartono Raya, RT.003/RW.006",,0815-1642-909,,,https://www.google.com/maps/place/Nous+Consulting+Indonesia+%28Konsultan+Psikologi+Tangerang%29/data=!4m7!3m6!1s0x2e69fbde90dcdd87:0x5abd7d868178a88a!8m2!3d-6.1972863!4d106.6361998!16s%2Fg%2F11d_ypq082!19sChIJh93ckN77aS4Riqh4gYZ9vVo?authuser=0&hl=id&rclk=1,Psychologist,2
FATHAN COUNSELING,Klinik Pengajaran Psikologi,Banten,"Link.Tegal Cabe No.99, RT.004/RW.002",,0878-6279-7754,,,https://www.google.com/maps/place/FATHAN+COUNSELING/data=!4m7!3m6!1s0x2e418ff9466dde5d:0x8c9f41115427d4cc!8m2!3d-6.0207936!4d106.0407766!16s%2Fg%2F11fszbk0hr!19sChIJXd5tRvmPQS4RzNQnVBFBn4w?authuser=0&hl=id&rclk=1,Psychologist,2
Psikolog Jennyfer,Psikolog,Banten,"Perumahan Puri Mansion, Jl. Atlanta III No.58, RT.2/RW.1",,0812-8796-8664,,,https://www.google.com/maps/place/Psikolog+Jennyfer/data=!4m7!3m6!1s0x2e69f73b09612d5b:0xc2c4abc9b3e366ce!8m2!3d-6.1824304!4d106.7257582!16s%2Fg%2F11h5vfh17c!19sChIJWy1hCTv3aS4Rzmbjs8mrxMI?authuser=0&hl=id&rclk=1,Psychologist,2
"Melly Suwarna, Psikolog, Psikoterapi, Depth Psychotherapy, Play Therapy, Group Therapy",Psikoterapis,Banten,Latinos Business District C9/16,,0859-2170-2407,,,"https://www.google.com/maps/place/Melly+Suwarna,+Psikolog,+Psikoterapi,+Depth+Psychotherapy,+Play+Therapy,+Group+Therapy/data=!4m7!3m6!1s0x2e69e56ce85737c1:0x6a8073cd40cd8dd8!8m2!3d-6.3203135!4d106.6798931!16s%2Fg%2F11kyt52mrw!19sChIJwTdX6GzlaS4R2I3NQM1zgGo?authuser=0&hl=id&rclk=1",Psychologist,2
Grahita Indonesia Serang,Psikolog,Banten,Jl. Grand Sutera Serang No.39 Blok A4,,0877-7149-8115,,,https://www.google.com/maps/place/Grahita+Indonesia+Serang/data=!4m7!3m6!1s0x2e41f4fdaaaaaa97:0x892b0f7164ff78b1!8m2!3d-6.1108353!4d106.2046068!16s%2Fg%2F11by_dlbbd!19sChIJl6qqqv30QS4RsXj_ZHEPK4k?authuser=0&hl=id&rclk=1,Psychologist,2
Kayross Psikologi,Psikolog,Banten,"Alam Sutera, Cluster Harmoni, Jl. Sutera Harmoni Utama No.15",,(021) 5398931,,,https://www.google.com/maps/place/Kayross+Psikologi/data=!4m7!3m6!1s0x2e69fba4beb46ccb:0x13d17689abff816f!8m2!3d-6.2543513!4d106.6598708!16s%2Fg%2F11clm5bpvq!19sChIJy2y0vqT7aS4Rb4H_q4l20RM?authuser=0&hl=id&rclk=1,Psychologist,2
Grahita Indonesia Kabupaten Tangerang,Psikolog,Banten,Jl. Mandala Raya No 20. Perum Pondok Dewata,,0877-7177-7056,,,https://www.google.com/maps/place/Grahita+Indonesia+Kabupaten+Tangerang/data=!4m7!3m6!1s0x2e42079fe961a4e5:0x2b508b15352bbe94!8m2!3d-6.279367!4d106.4620257!16s%2Fg%2F11swdkmc4p!19sChIJ5aRh6Z8HQi4RlL4rNRWLUCs?authuser=0&hl=id&rclk=1,Psychologist,2
Caring & Hope Psikologi,Psikolog,Banten,"Komplek Ruko Graha Ona, Jl. Siliwangi Jl. Pasir Ona No.6 Blok B",,0812-1974-4255,,,https://www.google.com/maps/place/Caring+%26+Hope+Psikologi/data=!4m7!3m6!1s0x2e42113b2b916b1d:0x316b60ab1d26a369!8m2!3d-6.3685391!4d106.2673119!16s%2Fg%2F11ggr56rfg!19sChIJHWuRKzsRQi4RaaMmHatgazE?authuser=0&hl=id&rclk=1,Psychologist,2
"Layanan Psikologi (Konseling, Psikoterapi, dan Psikotes) Arumawarni Psychologist",Psikolog,Banten,·,320002002,0851-5952-2780,,,"https://www.google.com/maps/place/Layanan+Psikologi+%28Konseling,+Psikoterapi,+dan+Psikotes%29+Arumawarni+Psychologist/data=!4m7!3m6!1s0x2e69f9292c277b17:0x4ab2c07ec3524584!8m2!3d-6.1845175!4d106.687929!16s%2Fg%2F11sh4fvr0h!19sChIJF3snLCn5aS4RhEVSw37Asko?authuser=0&hl=id&rclk=1",Psychologist,2
Rumah Bicara Bintaro - Konseling dengan Psikolog di Jakarta Selatan,Psikolog,Banten,"Blok N3, Jl. Merak IV No.23 2, RT.2/RW.8",,0819-1000-9224,,,https://www.google.com/maps/place/Rumah+Bicara+Bintaro+-+Konseling+dengan+Psikolog+di+Jakarta+Selatan/data=!4m7!3m6!1s0x2e69f746ab23f501:0x7faf8f749633abcc!8m2!3d-6.2739665!4d106.7543044!16s%2Fg%2F11p0gvr4cb!19sChIJAfUjq0b3aS4RzKszlnSPr38?authuser=0&hl=id&rclk=1,Psychologist,2
Rumah Bicara Puri Indah - Konseling Psikolog di Jakarta Barat,Psikolog,Banten,"Blok RI 38B, RT.002/RW.012",,0819-1000-9224,,,https://www.google.com/maps/place/Rumah+Bicara+Puri+Indah+-+Konseling+Psikolog+di+Jakarta+Barat/data=!4m7!3m6!1s0x2e69f714ed16387d:0x377f7b82cba77fb1!8m2!3d-6.193162!4d106.7243495!16s%2Fg%2F11tn8dyz4v!19sChIJfTgW7RT3aS4RsX-ny4J7fzc?authuser=0&hl=id&rclk=1,Psychologist,2
Insight Psikologi [BSD] | Psikolog Konseling Mental Health & Pernikahan | Terapi Tumbuh Kembang Anak | Tes IQ-Minat Bakat,Psikolog,Banten,"Northridge Bussiness Centre, Jl. BSD Raya Utama No.B2 No. 18",,0811-1180-2498,,,https://www.google.com/maps/place/Insight+Psikologi+%5BBSD%5D+%7C+Psikolog+Konseling+Mental+Health+%26+Pernikahan+%7C+Terapi+Tumbuh+Kembang+Anak+%7C+Tes+IQ-Minat+Bakat/data=!4m7!3m6!1s0x2e69fb233d8a66db:0x4b6314da5d2a88c!8m2!3d-6.277013!4d106.6356052!16s%2Fg%2F11whgbyq4p!19sChIJ22aKPSP7aS4RjKjSpU0xtgQ?authuser=0&hl=id&rclk=1,Psychologist,2
Praktek Psikolog Maria Ulfah M.Psi,Psikolog,Banten,"VPF4+723, Jl. Raya Citra Garden 3, RT.3/RW.13",,0813-8264-5791,,,https://www.google.com/maps/place/Praktek+Psikolog+Maria+Ulfah+M.Psi/data=!4m7!3m6!1s0x2e6a0362f2d7fbbb:0x53ce1bb7ad33c890!8m2!3d-6.1268739!4d106.7050505!16s%2Fg%2F11t28f88w0!19sChIJu_vX8mIDai4RkMgzrbcbzlM?authuser=0&hl=id&rclk=1,Psychologist,2
Psikolog Industri dan Organisasi (Konsultan MSDM / HRD) BQND Consulting,Psikolog,Banten,"Permata Tangerang blok, FA",,0895-2777-8999,,,https://www.google.com/maps/place/Psikolog+Industri+dan+Organisasi+%28Konsultan+MSDM+%2F+HRD%29+BQND+Consulting/data=!4m7!3m6!1s0x2e69ff39fbad7737:0xaf4798b9d01513f4!8m2!3d-6.1614658!4d106.5734408!16s%2Fg%2F11h4wb0c32!19sChIJN3et-zn_aS4R9BMV0LmYR68?authuser=0&hl=id&rclk=1,Psychologist,2
"Mindfulivy | Psikolog Anak, Dewasa, Couple dan Pernikahan",Psikolog,Banten,"BSD City, Gedung Uttama Office, Lantai 2 Jl. Kalimantan No.D1 No. 8, Nusaloka",,,,,"https://www.google.com/maps/place/Mindfulivy+%7C+Psikolog+Anak,+Dewasa,+Couple+dan+Pernikahan/data=!4m7!3m6!1s0x2e69fba590c49563:0x8b9202a4a9363f4b!8m2!3d-6.3005582!4d106.6870495!16s%2Fg%2F11w8qcv2hw!19sChIJY5XEkKX7aS4RSz82qaQCkos?authuser=0&hl=id&rclk=1",Psychologist,2
Bicarakan - Konsultasi & Konseling dengan Psikolog Profesional,Psikolog,Banten,"IDX Tower 1, Jl. Jenderal Sudirman No.304 Level 3, RT.1/RW.3",,0819-1000-9224,,,https://www.google.com/maps/place/Bicarakan+-+Konsultasi+%26+Konseling+dengan+Psikolog+Profesional/data=!4m7!3m6!1s0x2e69f1026963e535:0x2d2f919c22ba7cbe!8m2!3d-6.2285654!4d106.7999714!16s%2Fg%2F11mvzm2rqv!19sChIJNeVjaQLxaS4Rvny6IpyRLy0?authuser=0&hl=id&rclk=1,Psychologist,2
Biro Psikologi Esensia Psychology Consultant,Psikolog,Banten,Jl. Bukit Baja Griya Komplek BBS 3 Blk B3 No.1A,,0821-3810-5551,,,https://www.google.com/maps/place/Biro+Psikologi+Esensia+Psychology+Consultant/data=!4m7!3m6!1s0x2e418ff9dddd66c5:0x9deb2d8e0b593b46!8m2!3d-6.0283798!4d106.0433658!16s%2Fg%2F11hr9z5b05!19sChIJxWbd3fmPQS4RRjtZC44t650?authuser=0&hl=id&rclk=1,Psychologist,2
Rumah Konseling Aku Temanmu,Klinik Pengajaran Psikologi,Banten,"Jl. Trip Jamaksari Gg. Garuda No. 70, Komplek Bungur Indah, Rt/Rw 01/15, Kel",,0851-7531-0723,,,https://www.google.com/maps/place/Rumah+Konseling+Aku+Temanmu/data=!4m7!3m6!1s0x2e41f50d70fa0a79:0x9746a0d12cf7725f!8m2!3d-6.1178779!4d106.1738485!16s%2Fg%2F11hplmd96f!19sChIJeQr6cA31QS4RX3L3LNGgRpc?authuser=0&hl=id&rclk=1,Psychologist,2
